Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale,PopTotal
World,1956,40-44,40,74983.242,77496.365,152479.608
World,1956,45-49,45,67990.74,70776.656,138767.396
World,1956,50-54,50,58068.067,61144.031,119212.097
World,1956,55-59,55,46641.946,50984.286,97626.232
World,1956,60-64,60,35554.676,40853.274,76407.95
World,1956,65-69,65,26358.736,32081.257,58439.993
World,1956,70-74,70,17398.154,22608.448,40006.601
World,1956,75-79,75,9931.341,13804.357,23735.698
World,1956,80-84,80,4656.126,6987.716,11643.842
World,1956,85-89,85,1533.697,2592.657,4126.354
World,1956,90-94,90,336.594,682.115,1018.71
World,1956,95-99,95,45.327,108.478,153.805
World,1956,100+,100,3.921,10.353,14.274
World,1957,0-4,0,216682.556,208570.777,425253.334
World,1957,5-9,5,175330.028,168393.658,343723.687
World,1957,10-14,10,139708.475,133753.087,273461.563
World,1957,15-19,15,130246.717,124848.933,255095.65
World,1957,20-24,20,120843.05,117066.306,237909.356
World,1957,25-29,25,111196.674,108567.069,219763.743
World,1957,30-34,30,98003.742,98836.709,196840.451
World,1957,35-39,35,82354.633,84131.377,166486.009
World,1957,40-44,40,74669.433,76971.075,151640.508
World,1957,45-49,45,68879.814,71861.739,140741.552
World,1957,50-54,50,59204.743,62384.694,121589.438
World,1957,55-59,55,47861.588,52269.955,100131.543
World,1957,60-64,60,36459.454,41939.293,78398.746
World,1957,65-69,65,26631.139,32521.02,59152.16
World,1957,70-74,70,17814.94,23216.136,41031.075
World,1957,75-79,75,10072.491,14122.194,24194.685
World,1957,80-84,80,4717.93,7125.989,11843.918
World,1957,85-89,85,1550.481,2624.972,4175.453
World,1957,90-94,90,336.394,680.755,1017.149
World,1957,95-99,95,45.456,108.429,153.885
World,1957,100+,100,3.983,10.448,14.431
World,1958,0-4,0,221084.81,212763.653,433848.463
World,1958,5-9,5,181980.111,174959.96,356940.072
World,1958,10-14,10,145191.88,138955.914,284147.794
World,1958,15-19,15,130261.829,124949.133,255210.962
World,1958,20-24,20,122753.185,118665.48,241418.664
World,1958,25-29,25,112205.057,109420.418,221625.475
World,1958,30-34,30,100662.659,100716.33,201378.989
World,1958,35-39,35,85070.53,87133.742,172204.273
World,1958,40-44,40,74175.017,76261.32,150436.337
World,1958,45-49,45,69750.619,72878.435,142629.054
World,1958,50-54,50,60279.855,63586.907,123866.761
World,1958,55-59,55,49109.377,53642.247,102751.624
World,1958,60-64,60,37361.481,43052.13,80413.611
World,1958,65-69,65,26918.048,32974.769,59892.817
World,1958,70-74,70,18304.135,23965.711,42269.846
World,1958,75-79,75,10249.672,14476.54,24726.212
World,1958,80-84,80,4773.446,7266.542,12039.988
World,1958,85-89,85,1576.121,2680.778,4256.899
World,1958,90-94,90,338.235,684.553,1022.788
World,1958,95-99,95,45.788,109.219,155.007
World,1958,100+,100,3.866,10.171,14.037
World,1959,0-4,0,223124.65,214659.567,437784.218
World,1959,5-9,5,188057.307,180926.479,368983.786
World,1959,10-14,10,151672.822,145163.212,296836.034
World,1959,15-19,15,130560.788,125253.587,255814.375
World,1959,20-24,20,124461.285,120108.374,244569.658
World,1959,25-29,25,113212.098,110275.145,223487.243
World,1959,30-34,30,103040.397,102302.434,205342.831
World,1959,35-39,35,87841.872,90040.585,177882.457
World,1959,40-44,40,73990.973,75957.992,149948.966
World,1959,45-49,45,70542.022,73827.277,144369.299
World,1959,50-54,50,61306.323,64816.982,126123.306
World,1959,55-59,55,50349.471,55042.722,105392.193
World,1959,60-64,60,38191.185,44013.835,82205.02
World,1959,65-69,65,27272.303,33536.243,60808.546
World,1959,70-74,70,18700.749,24630.48,43331.228
World,1959,75-79,75,10439.728,14848.804,25288.533
World,1959,80-84,80,4823.045,7398.332,12221.377
World,1959,85-89,85,1604.582,2741.774,4346.356
World,1959,90-94,90,346.622,696.946,1043.568
World,1959,95-99,95,46.704,111.07,157.774
World,1959,100+,100,3.735,9.848,13.582
World,1960,0-4,0,222581.552,214014.899,436596.451
World,1960,5-9,5,193417.56,186106.18,379523.741
World,1960,10-14,10,159067.634,152356.698,311424.331
World,1960,15-19,15,131165.671,125819.604,256985.274
World,1960,20-24,20,125841.189,121297.395,247138.584
World,1960,25-29,25,114270.973,111270.36,225541.333
World,1960,30-34,30,105130.165,103631.431,208761.596
World,1960,35-39,35,90266.937,92420.39,182687.326
World,1960,40-44,40,74834.712,76757.089,151591.802
World,1960,45-49,45,70957.66,74363.984,145321.644
World,1960,50-54,50,62269.545,66090.77,128360.315
World,1960,55-59,55,51375.972,56102.957,107478.928
World,1960,60-64,60,39102.584,45083.109,84185.693
World,1960,65-69,65,27745.65,34275.027,62020.677
World,1960,70-74,70,18893.673,25026.363,43920.036
World,1960,75-79,75,10619.164,15209.103,25828.268
World,1960,80-84,80,4873.919,7544.108,12418.028
World,1960,85-89,85,1633.48,2809.307,4442.787
World,1960,90-94,90,357.654,712.379,1070.033
World,1960,95-99,95,47.673,112.853,160.526
World,1960,100+,100,3.732,9.787,13.519
World,1961,0-4,0,221824.567,213140.165,434964.731
World,1961,5-9,5,198064.22,190499.134,388563.354
World,1961,10-14,10,165844.517,159014.241,324858.758
World,1961,15-19,15,133114.321,127691.701,260806.022
World,1961,20-24,20,126877.751,122226.543,249104.294
World,1961,25-29,25,115718.368,112625.023,228343.392
World,1961,30-34,30,107005.75,104867.202,211872.953
World,1961,35-39,35,92485.533,94363.849,186849.381
World,1961,40-44,40,76713.534,78745.933,155459.467
World,1961,45-49,45,70884.139,74261.38,145145.519
World,1961,50-54,50,63089.143,67188.874,130278.016
World,1961,55-59,55,52311.319,57078.26,109389.578
World,1961,60-64,60,40099.139,46271.165,86370.304
World,1961,65-69,65,28358.306,35146.354,63504.66
World,1961,70-74,70,19041.011,25364.873,44405.883
World,1961,75-79,75,10833.028,15608.951,26441.98
World,1961,80-84,80,4939.426,7731.58,12671.006
World,1961,85-89,85,1669.597,2895.669,4565.266
World,1961,90-94,90,368.514,728.73,1097.244
World,1961,95-99,95,48.796,115.195,163.991
World,1961,100+,100,3.832,10.04,13.872
World,1962,0-4,0,223936.419,215036.218,438972.638
World,1962,5-9,5,202460.895,194587.565,397048.46
World,1962,10-14,10,172087.038,165187.559,337274.597
World,1962,15-19,15,137176.209,131577.483,268753.692
World,1962,20-24,20,127315.065,122699.359,250014.424
World,1962,25-29,25,117731.451,114365.391,232096.842
World,1962,30-34,30,108449.094,105964.579,214413.672
World,1962,35-39,35,94968.214,96196.425,191164.639
World,1962,40-44,40,79105.857,81402.003,160507.86
World,1962,45-49,45,70567.988,73751.824,144319.812
World,1962,50-54,50,63906.84,68233.249,132140.089
World,1962,55-59,55,53366.533,58295.252,111661.785
World,1962,60-64,60,41151.362,47444.493,88595.855
World,1962,65-69,65,29085.833,36099.944,65185.776
World,1962,70-74,70,19252.758,25772.264,45025.022
World,1962,75-79,75,11118.092,16092.433,27210.525
World,1962,80-84,80,5027.45,7955.044,12982.495
World,1962,85-89,85,1707.398,2981.997,4689.395
World,1962,90-94,90,381.231,752.311,1133.542
World,1962,95-99,95,50.496,118.323,168.819
World,1962,100+,100,3.946,10.43,14.377
World,1963,0-4,0,230678.58,221383.638,452062.218
World,1963,5-9,5,206383.649,198182.383,404566.031
World,1963,10-14,10,178437.498,171437.535,349875.032
World,1963,15-19,15,142489.536,136702.989,279192.525
World,1963,20-24,20,127371.734,122860.296,250232.03
World,1963,25-29,25,119803.065,116104.894,235907.959
World,1963,30-34,30,109526.272,106849.321,216375.593
World,1963,35-39,35,97683.466,98029.858,195713.323
World,1963,40-44,40,81775.095,84333.951,166109.045
World,1963,45-49,45,70166.5,73114.102,143280.603
World,1963,50-54,50,64829.896,69336.168,134166.064
World,1963,55-59,55,54414.319,59530.196,113944.515
World,1963,60-64,60,42310.89,48754.671,91065.561
World,1963,65-69,65,29847.726,37061.874,66909.6
World,1963,70-74,70,19508.341,26197.106,45705.448
World,1963,75-79,75,11460.424,16701.153,28161.576
World,1963,80-84,80,5140.44,8229.093,13369.533
World,1963,85-89,85,1739.876,3068.459,4808.335
World,1963,90-94,90,393.324,780.49,1173.813
World,1963,95-99,95,52.533,121.658,174.191
World,1963,100+,100,4.04,10.789,14.829
World,1964,0-4,0,239467.842,229704.366,469172.208
World,1964,5-9,5,208655.634,200212.484,408868.118
World,1964,10-14,10,184346.666,177205.912,361552.578
World,1964,15-19,15,148807.513,142828.824,291636.338
World,1964,20-24,20,127655.046,123156.129,250811.175
World,1964,25-29,25,121597.177,117699.418,239296.595
World,1964,30-34,30,110556.131,107674.731,218230.862
World,1964,35-39,35,100158.284,99625.58,199783.864
World,1964,40-44,40,84524.704,87169.511,171694.214
World,1964,45-49,45,70091.012,72877.963,142968.975
World,1964,50-54,50,65716.433,70354.193,136070.625
World,1964,55-59,55,55476.624,60836.211,116312.835
World,1964,60-64,60,43507.262,50114.247,93621.508
World,1964,65-69,65,30626.063,37981.415,68607.478
World,1964,70-74,70,19849.617,26737.336,46586.953
World,1964,75-79,75,11776.597,17306.843,29083.441
World,1964,80-84,80,5282.523,8545.513,13828.035
World,1964,85-89,85,1777.73,3164.266,4941.996
World,1964,90-94,90,407.583,813.79,1221.373
World,1964,95-99,95,55.674,126.966,182.64
World,1964,100+,100,4.278,11.251,15.528
World,1965,0-4,0,247894.378,237688.828,485583.205
World,1965,5-9,5,209467.74,200885.245,410352.986
World,1965,10-14,10,189902.144,182546.592,372448.736
World,1965,15-19,15,156196.818,150007.459,306204.276
World,1965,20-24,20,128213.462,123712.494,251925.956
World,1965,25-29,25,122970.135,118973.815,241943.949
World,1965,30-34,30,111684.644,108732.045,220416.689
World,1965,35-39,35,102396.263,101006.853,203403.116
World,1965,40-44,40,87025.67,89582.435,176608.106
World,1965,45-49,45,71000.088,73701.327,144701.415
World,1965,50-54,50,66260.442,70976.516,137236.958
World,1965,55-59,55,56539.524,62171.884,118711.408
World,1965,60-64,60,44591.664,51280.757,95872.42
World,1965,65-69,65,31545.621,39121.342,70666.963
World,1965,70-74,70,20325.611,27510.646,47836.257
World,1965,75-79,75,11979.353,17729.729,29709.082
World,1965,80-84,80,5439.073,8875.459,14314.531
World,1965,85-89,85,1824.752,3284.995,5109.747
World,1965,90-94,90,423.652,854.621,1278.274
World,1965,95-99,95,59.109,134.198,193.308
World,1965,100+,100,4.546,11.776,16.322
World,1966,0-4,0,255987.634,245333.502,501321.136
World,1966,5-9,5,210149.979,201470.299,411620.279
World,1966,10-14,10,194896.128,187292.639,382188.767
World,1966,15-19,15,163083.351,156763.003,319846.355
World,1966,20-24,20,130118.117,125630.372,255748.489
World,1966,25-29,25,124057.53,120000.084,244057.615
World,1966,30-34,30,113116.341,110149.726,223266.067
World,1966,35-39,35,104299.011,102281.994,206581.005
World,1966,40-44,40,89265.83,91545.66,180811.489
World,1966,45-49,45,72931.635,75736.89,148668.524
World,1966,50-54,50,66302.712,70935.855,137238.568
World,1966,55-59,55,57435.241,63306.425,120741.667
World,1966,60-64,60,45565.474,52354.91,97920.383
World,1966,65-69,65,32517.552,40349.066,72866.618
World,1966,70-74,70,20878.62,28375.055,49253.675
World,1966,75-79,75,12146.636,18090.064,30236.699
World,1966,80-84,80,5604.709,9216.248,14820.958
World,1966,85-89,85,1874.182,3420.249,5294.431
World,1966,90-94,90,439.486,898.214,1337.7
World,1966,95-99,95,62.12,141.595,203.714
World,1966,100+,100,4.697,12.289,16.986
World,1967,0-4,0,261299.988,250378.315,511678.303
World,1967,5-9,5,212641.66,203817.758,416459.417
World,1967,10-14,10,199498.877,191617.984,391116.861
World,1967,15-19,15,169371.687,162985.872,332357.559
World,1967,20-24,20,134135.04,129530.213,263665.253
World,1967,25-29,25,124507.954,120515.647,245023.601
World,1967,30-34,30,115012.281,111895.315,226907.597
World,1967,35-39,35,105660.717,103361.862,209022.579
World,1967,40-44,40,91730.492,93399.148,185129.641
World,1967,45-49,45,75331.097,78440.081,153771.178
World,1967,50-54,50,66008.365,70422.531,136430.897
World,1967,55-59,55,58288.514,64378.954,122667.468
World,1967,60-64,60,46578.32,53568.709,100147.029
World,1967,65-69,65,33493.336,41510.969,75004.304
World,1967,70-74,70,21482.325,29267.606,50749.931
World,1967,75-79,75,12332.344,18464.751,30797.095
World,1967,80-84,80,5788.84,9577.445,15366.284
World,1967,85-89,85,1929.478,3560.937,5490.415
World,1967,90-94,90,455.755,938.418,1394.173
World,1967,95-99,95,65.511,149.829,215.34
World,1967,100+,100,4.964,12.991,17.954
World,1968,0-4,0,263495.155,252467.763,515962.917
World,1968,5-9,5,219035.601,209890.321,428925.922
World,1968,10-14,10,203526.091,195354.087,398880.177
World,1968,15-19,15,175708.151,169264.16,344972.311
World,1968,20-24,20,139385.359,134659.491,274044.85
World,1968,25-29,25,124519.163,120667.661,245186.824
World,1968,30-34,30,116955.109,113645.607,230600.715
World,1968,35-39,35,106644.55,104235.607,210880.158
World,1968,40-44,40,94392.678,95253.268,189645.946
World,1968,45-49,45,77974.065,81400.867,159374.932
World,1968,50-54,50,65621.227,69805.017,135426.244
World,1968,55-59,55,59198.771,65480.23,124679
World,1968,60-64,60,47563.939,54794.704,102358.644
World,1968,65-69,65,34521.241,42746.918,77268.159
World,1968,70-74,70,22100.064,30131.601,52231.664
World,1968,75-79,75,12531.784,18847.415,31379.199
World,1968,80-84,80,5988.479,9980.935,15969.414
World,1968,85-89,85,1990.133,3718.389,5708.522
World,1968,90-94,90,470.262,976.362,1446.624
World,1968,95-99,95,68.296,157.725,226.021
World,1968,100+,100,5.256,13.751,19.007
World,1969,0-4,0,265821.59,254686.19,520507.78
World,1969,5-9,5,227553.8,217979.464,445533.264
World,1969,10-14,10,205909.147,197528.135,403437.282
World,1969,15-19,15,181597.824,175090.801,356688.625
World,1969,20-24,20,145656.517,140797.672,286454.189
World,1969,25-29,25,124805.576,120940.167,245745.742
World,1969,30-34,30,118674.804,115261.747,233936.552
World,1969,35-39,35,107582.866,105052.27,212635.136
World,1969,40-44,40,96792.334,96860.545,193652.88
World,1969,45-49,45,80689.16,84260.639,164949.799
World,1969,50-54,50,65575.958,69600.692,135176.65
World,1969,55-59,55,60056.035,66493.643,126549.678
World,1969,60-64,60,48573.132,56091.181,104664.314
World,1969,65-69,65,35561.472,44013.003,79574.475
World,1969,70-74,70,22726.13,30958.834,53684.963
World,1969,75-79,75,12772.997,19289.923,32062.92
World,1969,80-84,80,6164.883,10376.28,16541.163
World,1969,85-89,85,2056.892,3886.621,5943.513
World,1969,90-94,90,483.759,1013.304,1497.063
World,1969,95-99,95,70.49,165.137,235.627
World,1969,100+,100,5.481,14.483,19.964
World,1970,0-4,0,269119.736,257836.661,526956.397
World,1970,5-9,5,235873.866,225884.967,461758.834
World,1970,10-14,10,206805.19,198250.595,405055.785
World,1970,15-19,15,187086.521,180520.064,367606.584
World,1970,20-24,20,153045.041,148032.318,301077.359
World,1970,25-29,25,125393.614,121506.417,246900.031
World,1970,30-34,30,120083.511,116579.164,236662.675
World,1970,35-39,35,108676.133,106100.122,214776.255
World,1970,40-44,40,98944.32,98222.634,197166.954
World,1970,45-49,45,83177.732,86817.508,169995.241
World,1970,50-54,50,66520.517,70491.061,137011.578
World,1970,55-59,55,60624.571,67138.647,127763.217
World,1970,60-64,60,49574.011,57340.913,106914.924
World,1970,65-69,65,36523.845,45140.106,81663.951
World,1970,70-74,70,23459.517,31923.011,55382.528
World,1970,75-79,75,13095.95,19871.537,32967.487
World,1970,80-84,80,6294.841,10683.481,16978.322
World,1970,85-89,85,2137.019,4071.474,6208.493
World,1970,90-94,90,503.237,1063.231,1566.468
World,1970,95-99,95,73.781,175.68,249.461
World,1970,100+,100,5.832,15.418,21.25
World,1971,0-4,0,272775.427,261257.245,534032.671
World,1971,5-9,5,243959.269,233539.214,477498.483
World,1971,10-14,10,207524.719,198797.694,406322.413
World,1971,15-19,15,192032.584,185321.005,377353.589
World,1971,20-24,20,159885.438,154807.595,314693.033
World,1971,25-29,25,127315.092,123438.6,250753.692
World,1971,30-34,30,121163.335,117604.683,238768.018
World,1971,35-39,35,110107.071,107549.428,217656.499
World,1971,40-44,40,100767.871,99461.503,200229.374
World,1971,45-49,45,85402.859,88854.997,174257.856
World,1971,50-54,50,68450.361,72596.747,141047.109
World,1971,55-59,55,60689.235,67086.462,127775.697
World,1971,60-64,60,50433.36,58415.021,108848.381
World,1971,65-69,65,37390.334,46159.143,83549.477
World,1971,70-74,70,24255.47,33002.643,57258.113
World,1971,75-79,75,13480.174,20564.059,34044.234
World,1971,80-84,80,6404.489,10942.153,17346.642
World,1971,85-89,85,2217.369,4264.346,6481.714
World,1971,90-94,90,521.94,1120.216,1642.156
World,1971,95-99,95,77.628,188.327,265.955
World,1971,100+,100,6.238,16.522,22.76
World,1972,0-4,0,276500.161,264713.789,541213.95
World,1972,5-9,5,249375.233,238649.79,488025.022
World,1972,10-14,10,210067.464,201115.951,411183.416
World,1972,15-19,15,196590.973,189583.506,386174.479
World,1972,20-24,20,166075.329,160946.226,327021.556
World,1972,25-29,25,131389.386,127340.244,258729.63
World,1972,30-34,30,121662.144,118113.378,239775.522
World,1972,35-39,35,112015.704,109331.591,221347.294
World,1972,40-44,40,102125.95,100546.424,202672.373
World,1972,45-49,45,87791.414,90613.868,178405.283
World,1972,50-54,50,70828.579,75355.334,146183.913
World,1972,55-59,55,60449.136,66562.996,127012.132
World,1972,60-64,60,51285.96,59471.997,110757.958
World,1972,65-69,65,38282.601,47275.39,85557.992
World,1972,70-74,70,25063.929,34073.743,59137.671
World,1972,75-79,75,13901.259,21302.146,35203.405
World,1972,80-84,80,6522.022,11221.031,17743.054
World,1972,85-89,85,2297.681,4458.474,6756.155
World,1972,90-94,90,537.066,1174.822,1711.889
World,1972,95-99,95,80.965,199.617,280.582
World,1972,100+,100,6.566,17.84,24.406
World,1973,0-4,0,279187.111,267177.931,546365.042
World,1973,5-9,5,251690.237,240842.001,492532.238
World,1973,10-14,10,216460.682,207139.88,423600.563
World,1973,15-19,15,200601.627,193225.872,393827.498
World,1973,20-24,20,172350.772,167116.348,339467.12
World,1973,25-29,25,136743.106,132465.231,269208.336
World,1973,30-34,30,121820.102,118273.448,240093.549
World,1973,35-39,35,114003.995,111109.021,225113.016
World,1973,40-44,40,103171.216,101441.534,204612.751
World,1973,45-49,45,90403.75,92379.519,182783.268
World,1973,50-54,50,73469.602,78390.539,151860.141
World,1973,55-59,55,60153.499,65994.917,126148.416
World,1973,60-64,60,52202.327,60541.723,112744.05
World,1973,65-69,65,39184.385,48432.431,87616.817
World,1973,70-74,70,25916.2,35190.652,61106.853
World,1973,75-79,75,14346.002,22014.546,36360.548
World,1973,80-84,80,6656.747,11527.636,18184.383
World,1973,85-89,85,2388.444,4682.323,7070.767
World,1973,90-94,90,554.672,1235.685,1790.357
World,1973,95-99,95,83.667,209.504,293.171
World,1973,100+,100,6.874,19.286,26.16
World,1974,0-4,0,280382.453,268201.14,548583.593
World,1974,5-9,5,254140.128,243175.829,497315.957
World,1974,10-14,10,224925.718,215194.335,440120.053
World,1974,15-19,15,203002.468,195284.761,398287.229
World,1974,20-24,20,178224.321,172868.443,351092.763
World,1974,25-29,25,143015.003,138569.505,281584.508
World,1974,30-34,30,122249.636,118598.424,240848.06
World,1974,35-39,35,115760.397,112770.683,228531.08
World,1974,40-44,40,104159.533,102312.523,206472.055
World,1974,45-49,45,92777.937,93935.725,186713.662
World,1974,50-54,50,76151.189,81272.69,157423.879
World,1974,55-59,55,60198.87,65864.197,126063.067
World,1974,60-64,60,53085.999,61548.234,114634.232
World,1974,65-69,65,40115.441,49652.505,89767.946
World,1974,70-74,70,26785.196,36357.921,63143.117
World,1974,75-79,75,14821.139,22725.321,37546.459
World,1974,80-84,80,6817.176,11885.328,18702.504
World,1974,85-89,85,2469.423,4907.324,7376.748
World,1974,90-94,90,575.37,1301.351,1876.721
World,1974,95-99,95,86.028,218.436,304.464
World,1974,100+,100,7.241,20.756,27.997
World,1975,0-4,0,280393.994,268064.08,548458.074
World,1975,5-9,5,257646.983,246492.176,504139.159
World,1975,10-14,10,233214.986,223104.299,456319.285
World,1975,15-19,15,203971.396,195993.661,399965.057
World,1975,20-24,20,183733.029,178221.083,361954.112
World,1975,25-29,25,150374.503,145787.399,296161.902
World,1975,30-34,30,122976.381,119233.515,242209.897
World,1975,35-39,35,117209.382,114138.303,231347.684
World,1975,40-44,40,105276.396,103418.647,208695.043
World,1975,45-49,45,94894.366,95321.66,190216.026
World,1975,50-54,50,78560.55,83669.59,162230.139
World,1975,55-59,55,61175.156,66786.492,127961.648
World,1975,60-64,60,53683.19,62197.186,115880.376
World,1975,65-69,65,41055.673,50854.573,91910.246
World,1975,70-74,70,27583.852,37415.797,64999.649
World,1975,75-79,75,15383.928,23579.574,38963.503
World,1975,80-84,80,7023.231,12348.665,19371.896
World,1975,85-89,85,2532.155,5092.038,7624.194
World,1975,90-94,90,601.206,1375.366,1976.572
